IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,19,,,15,,23,19 [15-23],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,19,,,16,,21,19 [16-21],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,19,,,17,,21,19 [17-21],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,19,,,17,,21,19 [17-21],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,19,,,18,,20,19 [18-20],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,0,,4,2 [0-4],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,0,,5,2 [0-5],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,0,,5,2 [0-5],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,0,,5,2 [0-5],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,0,,5,2 [0-5],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,0,,5,2 [0-5],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,1,,2,2 [1-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,GHA,Ghana,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,1,,3,2 [1-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,1,,3,2 [1-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,1,,3,2 [1-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,1,,3,2 [1-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,1,,4,2 [1-4],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,1,,5,2 [1-5],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,1,,5,2 [1-5],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,1,,6,2 [1-6],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,2,,,2,,2,2 [2-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AMR,Americas,Country,HTI,Haiti,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,2,,2,2 [2-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,2,,,2,,2,2 [2-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,2,,,2,,2,2 [2-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,2,,,2,,2,2 [2-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,2,,,2,,2,2 [2-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,2,,3,2 [2-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,2,,,2,,3,2 [2-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,2,,,2,,3,2 [2-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,2,,,2,,3,2 [2-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,2,,,2,,3,2 [2-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,BWA,Botswana,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,20,,,13,,27,20 [13-27],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,20,,,14,,28,20 [14-28],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,20,,,16,,23,20 [16-23],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,20,,,17,,23,20 [17-23],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,20,,,17,,24,20 [17-24],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,20,,,18,,22,20 [18-22],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,20,,,18,,22,20 [18-22],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,20,,,18,,22,20 [18-22],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,20,,,19,,22,20 [19-22],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,21,,,13,,31,21 [13-31],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,21,,,15,,26,21 [15-26],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,21,,,15,,29,21 [15-29],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,21,,,16,,26,21 [16-26],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,22,,,16,,28,22 [16-28],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,22,,,17,,29,22 [17-29],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,22,,,18,,26,22 [18-26],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AMR,Americas,Country,GUY,Guyana,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,22,,,21,,24,22 [21-24],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,23,,,15,,32,23 [15-32],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,NAM,Namibia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,23,,,18,,28,23 [18-28],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,23,,,19,,28,23 [19-28],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,23,,,22,,25,23 [22-25],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,24,,,14,,36,24 [14-36],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,24,,,18,,29,24 [18-29],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AMR,Americas,Country,BLZ,Belize,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,24,,,18,,33,24 [18-33],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,24,,,22,,26,24 [22-26],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,25,,,16,,34,25 [16-34],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,25,,,18,,35,25 [18-35],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,25,,,20,,31,25 [20-31],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,25,,,22,,27,25 [22-27],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,25,,,22,,28,25 [22-28],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EUR,Europe,Country,MKD,North Macedonia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,26,,,18,,35,26 [18-35],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,26,,,18,,35,26 [18-35],,,EN,2022-09-18T22:00:00.000Z
